date,state,actuals.positiveTests,actuals.negativeTests,Positivity rate,ratio_bed,actuals.newCases,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.testPositivityRatio,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio
2021-06-01,AK,112344,2304521,0.046483358,0.602851324,110,338093,288024,0.012,0.462,0.394
2021-06-02,AK,112396,2309742,0.046403632,0.650089874,36,338229,288123,0.012,0.462,0.394
2021-06-03,AK,112432,2313739,0.046341334,0.658303465,53,339124,289158,0.011,0.464,0.395
2021-06-04,AK,112471,2317813,0.046278953,0.653158522,60,340100,290096,0.011,0.465,0.397
2021-06-05,AK,112485,2320346,0.046236257,0.658928571,0,340957,291308,0.01,0.466,0.398
2021-06-06,AK,112510,2324285,0.046171303,0.640550239,0,341938,292994,0.009,0.467,0.401
2021-06-07,AK,112659,2338406,0.045963285,0.620923913,51,342656,294058,0.009,0.468,0.402
2021-06-08,AK,112755,2355202,0.045687587,0.611788618,0,342912,294324,0.008,0.469,0.402
2021-06-09,AK,112914,2375903,0.045368543,0.612038141,67,343010,294419,0.008,0.469,0.402
2021-06-10,AK,113036,2394112,0.045085492,0.611743559,0,343730,296184,0.007,0.47,0.405
2021-06-11,AK,113217,2414182,0.044795855,0.618791143,61,344459,297192,0.008,0.471,0.406
2021-06-12,AK,113336,2425703,0.044637361,0.634350688,0,345283,298544,0.008,0.472,0.408
2021-06-13,AK,113478,2436797,0.044496378,0.612941881,0,345834,299428,0.009,0.473,0.409
2021-06-14,AK,113675,2458358,0.044196556,0.599592114,67,346459,300450,0.008,0.474,0.411
2021-06-15,AK,113809,2471513,0.044021209,0.643342391,0,346864,301029,0.009,0.474,0.411
2021-06-16,AK,113866,2476647,0.043955,0.650485437,51,347501,301947,0.009,0.475,0.413
2021-06-17,AK,113925,2480390,0.043913326,0.638973732,0,348126,302820,0.01,0.476,0.414
2021-06-18,AK,113980,2483651,0.043878442,0.63853211,102,348668,303696,0.011,0.477,0.415
2021-06-19,AK,113993,2485772,0.043847425,0.628764597,0,349289,304545,0.011,0.477,0.416
2021-06-20,AK,114019,2487682,0.04382479,0.61694291,0,349769,305195,0.011,0.478,0.417
2021-06-21,AK,114068,2492062,0.043769114,0.624566273,87,350345,305948,0.012,0.479,0.418
2021-06-22,AK,114124,2495787,0.043727162,0.644536653,0,350473,306072,0.013,0.479,0.418
2021-06-23,AK,114170,2499242,0.043686185,0.64344005,71,350776,306410,0.013,0.48,0.419
2021-06-24,AK,114212,2502904,0.043640404,0.656483791,0,351550,307246,0.013,0.481,0.42
2021-06-25,AK,114265,2506519,0.043599549,0.642902208,42,352136,307888,0.012,0.481,0.421
2021-06-26,AK,114299,2508584,0.043577621,0.624525917,0,353979,310204,0.013,0.484,0.424
2021-06-27,AK,114330,2510624,0.043555049,0.599367089,0,354711,311317,0.013,0.485,0.426
2021-06-28,AK,114393,2515140,0.043503162,0.484109387,96,355751,312331,0.014,0.486,0.427
2021-06-29,AK,114451,2518961,0.043461107,0.645517241,0,356834,312846,0.014,0.488,0.428
2021-06-30,AK,114514,2522431,0.043426768,0.642553191,88,358311,313709,0.015,0.49,0.429
2021-07-01,AK,114576,2525616,0.043396844,0.637141112,0,358963,314489,0.016,0.491,0.43
2021-07-02,AK,114637,2528642,0.043369239,0.643734644,105,362684,318366,0.017,0.496,0.435
2021-07-03,AK,114684,2530398,0.043357446,0.637477036,0,363378,319083,0.017,0.497,0.436
2021-07-04,AK,114710,2531710,0.04334535,0.628973105,0,364309,320501,0.018,0.498,0.438
2021-07-05,AK,114786,2534735,0.043323303,0.615708275,0,,,0.02,,
2021-07-06,AK,114900,2539071,0.043293615,0.612056738,0,366245,322988,0.022,0.501,0.442
2021-07-07,AK,114990,2542847,0.043264504,0.620198265,212,366305,323060,0.023,0.501,0.442
2021-07-08,AK,115067,2546600,0.043231178,0.630901288,0,366916,323717,0.023,0.502,0.443
2021-07-09,AK,115144,2549786,0.043207139,0.630153846,132,367466,324403,0.023,0.502,0.443
2021-07-10,AK,115200,2551588,0.043198034,0.644254279,0,368156,325118,0.024,0.503,0.444
2021-07-11,AK,115264,2553672,0.043187248,0.636475662,0,368702,325689,0.025,0.504,0.445
2021-07-12,AK,115422,2558267,0.043169568,0.640252454,173,369011,325942,0.026,0.504,0.446
2021-07-13,AK,115576,2562043,0.043163721,0.659168371,0,369207,326089,0.029,0.505,0.446
2021-07-14,AK,115761,2565932,0.043167134,0.649144254,248,369636,326707,0.032,0.505,0.447
2021-07-15,AK,116005,2570037,0.043188081,0.65775076,0,370116,327289,0.038,0.506,0.447
2021-07-16,AK,116259,2573930,0.043215923,0.672151127,287,370746,327943,0.044,0.507,0.448
2021-07-17,AK,116390,2575960,0.043229892,0.65,0,371162,328404,0.047,0.507,0.449
2021-07-18,AK,116580,2578491,0.043256745,0.64969697,0,372585,329319,0.05,0.509,0.45
2021-07-19,AK,116903,2584108,0.043281201,0.6478586,455,372762,329452,0.054,0.51,0.45
2021-07-20,AK,117146,2589158,0.043286342,0.683888511,0,370546,329206,0.055,0.507,0.45
2021-07-21,AK,117499,2594468,0.043326117,0.701807229,473,371062,329591,0.057,0.507,0.451
2021-07-22,AK,117784,2599555,0.043345346,0.680838323,0,371514,329981,0.057,0.508,0.451
2021-07-23,AK,118084,2604397,0.043373673,0.680263947,439,372132,330406,0.057,0.509,0.452
2021-07-24,AK,118229,2606865,0.043385292,0.671704958,0,372902,330893,0.056,0.51,0.452
2021-07-25,AK,118420,2609487,0.043410571,0.659076923,0,372940,330926,0.056,0.51,0.452
2021-07-26,AK,118759,2615169,0.043438964,0.643459916,564,374025,331461,0.056,0.511,0.453
2021-07-27,AK,119117,2620921,0.043472755,0.649477352,0,374281,331567,0.058,0.512,0.453
2021-07-28,AK,119461,2626544,0.043503562,0.667721519,526,374736,331818,0.058,0.512,0.454
2021-07-29,AK,119820,2632233,0.043538406,0.686557789,0,375359,332136,0.059,0.513,0.454
2021-07-30,AK,120231,2637802,0.043593024,0.68370607,570,376154,332678,0.06,0.514,0.455
2021-07-31,AK,120439,2640896,0.043616222,0.64622337,0,376882,333092,0.061,0.515,0.455
2021-08-01,AK,120669,2644151,0.043644433,0.648998061,0,376948,333126,0.061,0.515,0.455
2021-08-02,AK,121185,2652175,0.043696094,0.644318984,746,377019,333175,0.062,0.515,0.455
2021-08-03,AK,121691,2659316,0.043757891,0.668292683,293,378395,333879,0.063,0.517,0.456
2021-08-04,AK,122165,2665709,0.04382013,0.671970624,338,379022,334266,0.065,0.518,0.457
2021-08-05,AK,122649,2671545,0.043894232,0.690132371,377,379859,334716,0.067,0.519,0.458
2021-08-06,AK,123037,2676994,0.043941299,0.683046683,332,380643,335163,0.067,0.52,0.458
2021-08-07,AK,123276,2680074,0.04397453,0.679510703,0,381470,335564,0.068,0.521,0.459
2021-08-08,AK,123588,2683399,0.044028704,0.663819402,0,381619,335664,0.069,0.522,0.459
2021-08-09,AK,124319,2691929,0.044143485,0.672852234,847,381639,335674,0.073,0.522,0.459
2021-08-10,AK,124889,2699994,0.044210327,0.692676249,254,381886,335812,0.073,0.522,0.459
2021-08-11,AK,125494,2707564,0.044296305,0.666868565,375,382608,336220,0.074,0.523,0.46
2021-08-12,AK,126140,2715490,0.044390016,0.673780488,402,383274,336622,0.074,0.524,0.46
2021-08-13,AK,126750,2722371,0.044487405,0.686060606,334,384191,337234,0.076,0.525,0.461
2021-08-14,AK,127037,2726157,0.044524487,0.668491484,0,384971,337746,0.075,0.526,0.462
2021-08-15,AK,127436,2730516,0.044589972,0.675790754,0,385053,337807,0.076,0.526,0.462
2021-08-16,AK,128353,2740764,0.044736063,0.659233449,1056,386179,338549,0.076,0.528,0.463
2021-08-17,AK,129024,2749778,0.044818643,0.66877193,449,386600,338872,0.077,0.528,0.463
2021-08-18,AK,129689,2758233,0.044907376,0.675857843,661,387173,339304,0.076,0.529,0.464
2021-08-19,AK,130406,2768003,0.04499227,0.681734881,683,387991,339825,0.075,0.53,0.465
2021-08-20,AK,131060,2776543,0.045074929,0.681873479,469,388778,340377,0.074,0.531,0.465
2021-08-21,AK,131403,2780672,0.045123494,0.673926195,0,389526,340964,0.074,0.532,0.466
2021-08-22,AK,131768,2785052,0.045175225,0.668286756,0,389639,341064,0.074,0.533,0.466
2021-08-23,AK,132737,2796493,0.045314639,0.65119197,1112,389663,341079,0.073,0.533,0.466
2021-08-24,AK,133629,2806298,0.045453169,0.671497585,593,390953,342075,0.075,0.534,0.468
2021-08-25,AK,134472,2815580,0.045582925,0.680682511,620,391775,342651,0.077,0.536,0.468
2021-08-26,AK,135304,2825829,0.045693321,0.698354662,727,392662,343274,0.078,0.537,0.469
2021-08-27,AK,136072,2835583,0.045789972,0.683574879,534,393512,343905,0.078,0.538,0.47
2021-08-28,AK,136538,2840021,0.045871088,0.687232743,0,394238,344325,0.08,0.539,0.471
2021-08-29,AK,137036,2845093,0.045952405,0.668504902,0,394485,344466,0.081,0.539,0.471
2021-08-30,AK,138040,2857496,0.046081903,0.676223776,1148,396069,345090,0.08,0.541,0.472
2021-08-31,AK,139035,2869271,0.04621704,0.689843217,639,396543,345364,0.079,0.542,0.472
2021-09-01,AK,139899,2878847,0.046343415,0.686404834,791,397332,345826,0.079,0.543,0.473
2021-09-02,AK,140774,2889553,0.046455053,0.688848921,712,398263,346399,0.079,0.544,0.474
2021-09-03,AK,141647,2897664,0.046604971,0.680368098,582,399260,347081,0.082,0.546,0.474
2021-09-04,AK,142128,2901812,0.046692116,0.673723537,0,400061,347597,0.083,0.547,0.475
2021-09-05,AK,142584,2905633,0.046776197,0.665621079,0,,,0.084,,
2021-09-06,AK,143145,2910834,0.046871639,0.682768565,0,,,0.087,,
2021-09-07,AK,144046,2919330,0.047021978,0.702914001,2127,403340,351155,0.091,0.551,0.48
2021-09-08,AK,144494,2923462,0.047097807,0.699876999,837,403628,351314,0.093,0.552,0.48
2021-09-09,AK,144691,2925149,0.047133075,0.722393584,838,405012,351799,0.099,0.554,0.481
2021-09-10,AK,144863,2926389,0.047167409,0.721472393,693,406535,352639,0.101,0.556,0.482
2021-09-11,AK,144992,2927667,0.047187794,0.715264798,0,407729,353278,0.1,0.557,0.483
2021-09-12,AK,145042,2928091,0.047196786,0.707576706,0,407843,353332,0.099,0.558,0.483
2021-09-13,AK,145280,2930205,0.047238078,0.735146743,1456,409122,354301,0.099,0.559,0.484
2021-09-14,AK,145502,2932239,0.047275583,0.746799431,689,409742,354618,0.101,0.56,0.485
2021-09-15,AK,145753,2934562,0.047317563,0.739786298,1089,410256,355111,0.102,0.561,0.485
2021-09-16,AK,145964,2936268,0.047356591,0.739351558,1052,411055,355707,0.103,0.562,0.486
2021-09-17,AK,146117,2937855,0.047379483,0.714926329,882,411978,356784,0.099,0.563,0.488
2021-09-18,AK,146234,2938652,0.047403372,0.711366539,0,412682,357820,0.102,0.564,0.489
2021-09-19,AK,146303,2939345,0.047414028,0.706521739,0,413503,359102,0.101,0.565,0.491
2021-09-20,AK,146511,2941807,0.047440387,0.716363636,2108,413884,360262,0.096,0.566,0.492
2021-09-21,AK,146745,2943791,0.047482055,0.730629978,853,414037,360740,0.097,0.566,0.493
2021-09-22,AK,146901,2945583,0.04750259,0.749371859,1244,414509,362250,0.094,0.567,0.495
2021-09-23,AK,147070,2947340,0.047527639,0.761519303,1315,415478,363764,0.091,0.568,0.497
2021-09-24,AK,147248,2948815,0.047559756,0.742537313,1778,415602,363893,0.094,0.568,0.497
2021-09-25,AK,147351,2949850,0.047575537,0.744599746,0,415735,364112,0.091,0.568,0.498
2021-09-26,AK,147420,2950385,0.047588534,0.727155727,0,415883,364282,0.092,0.568,0.498
2021-09-27,AK,147473,2950910,0.047596763,0.725936811,3999,417709,368423,0.096,0.571,0.504
2021-09-28,AK,147604,2952179,0.047617527,0.750362845,685,417974,368741,0.093,0.571,0.504
2021-09-29,AK,147632,2952388,0.047622919,0.750634518,996,418566,369526,0.097,0.572,0.505
2021-09-30,AK,,,#DIV/0!,0.719898606,1267,419056,370114,,0.573,0.506
2021-10-01,AK,,,#DIV/0!,0.72070931,1032,419730,370883,,0.574,0.507
2021-10-02,AK,,,#DIV/0!,0.72070931,,,,,,
2021-06-01,AL,547319,4092909,0.117950885,0.69005848,640,1766784,1433267,0.054,0.36,0.292
2021-06-02,AL,547584,4098886,0.117849464,0.739708349,553,1768055,1435324,0.052,0.361,0.293
2021-06-03,AL,547866,4104398,0.117763308,0.748254912,430,1768288,1435719,0.052,0.361,0.293
2021-06-04,AL,548115,4109440,0.11768299,0.745030976,557,1771964,1440101,0.051,0.361,0.294
2021-06-05,AL,548236,4112588,0.117626411,0.71989122,0,1772245,1440289,0.05,0.361,0.294
2021-06-06,AL,548333,4114788,0.117589271,0.699980556,0,1773379,1441834,0.048,0.362,0.294
2021-06-07,AL,548601,4118710,0.117541128,0.705411765,739,1774139,1442775,0.05,0.362,0.294
2021-06-08,AL,548795,4123547,0.117456085,0.743872138,216,1774535,1443230,0.046,0.362,0.294
2021-06-09,AL,548979,4128509,0.117366202,0.759047803,305,1776278,1445608,0.045,0.362,0.295
2021-06-10,AL,549183,4134136,0.117263633,0.758683021,290,1787017,1460230,0.042,0.364,0.298
2021-06-11,AL,549446,4138719,0.11719852,0.748385847,188,1793119,1468898,0.043,0.366,0.3
2021-06-12,AL,549567,4141535,0.117150938,0.732204047,0,1805486,1485108,0.044,0.368,0.303
2021-06-13,AL,549661,4143304,0.117124462,0.697944362,0,1810074,1490848,0.044,0.369,0.304
2021-06-14,AL,549883,4146672,0.117082202,0.708302521,550,1815885,1499941,0.044,0.37,0.306
2021-06-15,AL,550030,4151052,0.117000725,0.745090153,290,1816769,1501171,0.043,0.371,0.306
2021-06-16,AL,550150,4153998,0.116949977,0.764057971,160,1822146,1508504,0.044,0.372,0.308
2021-06-17,AL,550217,4156309,0.116905123,0.77126556,0,1898131,1546119,0.045,0.387,0.315
2021-06-18,AL,550419,4160128,0.116848213,0.751983353,334,1898704,1546983,0.043,0.387,0.316
2021-06-19,AL,550519,4162971,0.116796471,0.712528474,0,1909005,1558881,0.043,0.389,0.318
2021-06-20,AL,550606,4164952,0.1167637,0.703650587,0,1913032,1562192,0.042,0.39,0.319
2021-06-21,AL,550825,4168260,0.116722839,0.707378102,356,1915122,1563573,0.042,0.391,0.319
2021-06-22,AL,551098,4173285,0.11664973,0.745007784,0,1918334,1566908,0.046,0.391,0.32
2021-06-23,AL,551394,4177809,0.11659343,0.762176906,381,1922707,1570452,0.05,0.392,0.32
2021-06-24,AL,551631,4182227,0.116528844,0.764629473,0,1928656,1574676,0.052,0.393,0.321
2021-06-25,AL,551854,4186890,0.116455753,0.760640375,540,1928903,1574934,0.051,0.393,0.321
2021-06-26,AL,551991,4189685,0.116412636,0.719227518,0,1933773,1578780,0.052,0.394,0.322
2021-06-27,AL,552136,4191413,0.116397238,0.708704994,0,1941681,1584456,0.055,0.396,0.323
2021-06-28,AL,552447,4195461,0.116355877,0.715532404,517,1948135,1590001,0.056,0.397,0.324
2021-06-29,AL,552730,4200035,0.116296514,0.748232918,0,1953410,1594040,0.058,0.398,0.325
2021-06-30,AL,553030,4204289,0.116248248,0.768156425,532,1954166,1594625,0.058,0.399,0.325
2021-07-01,AL,553327,4209150,0.116184708,0.762074554,0,1962745,1601802,0.059,0.4,0.327
2021-07-02,AL,553579,4212735,0.116144048,0.774757155,315,1962952,1602022,0.063,0.4,0.327
2021-07-03,AL,553798,4215450,0.116118516,0.708746796,0,1969834,1612803,0.066,0.402,0.329
2021-07-04,AL,553917,4217042,0.116101815,0.680714192,0,1969971,1612913,0.065,0.402,0.329
2021-07-05,AL,554158,4219315,0.116091156,0.674964098,0,,,0.067,,
2021-07-06,AL,554594,4222745,0.116088475,0.706642192,0,1976343,1617584,0.076,0.403,0.33
2021-07-07,AL,555081,4227986,0.11605127,0.752761979,1613,1978951,1619647,0.08,0.404,0.33
2021-07-08,AL,555558,4233128,0.116014706,0.755297158,0,1982250,1623114,0.085,0.404,0.331
2021-07-09,AL,555962,4237416,0.115985428,0.750533463,1160,1985582,1626323,0.088,0.405,0.332
2021-07-10,AL,556301,4240224,0.115980006,0.724256814,534,1988956,1629745,0.092,0.406,0.332
2021-07-11,AL,556594,4242319,0.115983349,0.706365771,0,1992957,1633408,0.096,0.406,0.333
2021-07-12,AL,557193,4246576,0.115990798,0.701495623,610,1993099,1633505,0.1,0.406,0.333
2021-07-13,AL,557885,4251551,0.115998009,0.741735963,0,2000752,1638866,0.103,0.408,0.334
2021-07-14,AL,558563,4256826,0.115995406,0.772721371,1398,2000914,1639032,0.108,0.408,0.334
2021-07-15,AL,559399,4262118,0.116021368,0.775937114,965,2009200,1645083,0.117,0.41,0.336
2021-07-16,AL,560290,4267578,0.116053297,0.758857439,999,2013559,1647995,0.125,0.411,0.336
2021-07-17,AL,560914,4271139,0.116081922,0.72879486,901,2013853,1648172,0.13,0.411,0.336
2021-07-18,AL,561532,4273706,0.11613327,0.710085403,724,2018807,1651404,0.136,0.412,0.337
2021-07-19,AL,562811,4279281,0.116233025,0.72050486,718,2022782,1653604,0.147,0.413,0.337
2021-07-20,AL,564281,4286205,0.11633494,0.759094973,1391,2024953,1654644,0.156,0.413,0.337
2021-07-21,AL,565710,4292858,0.116435542,0.770587472,1632,2034814,1659775,0.166,0.415,0.339
2021-07-22,AL,567222,4300428,0.116528921,0.767211843,1567,2041288,1662812,0.17,0.416,0.339
2021-07-23,AL,569104,4307483,0.116701291,0.763006155,1733,2041597,1663031,0.181,0.416,0.339
2021-07-24,AL,570380,4312856,0.116803693,0.735425718,1888,2048890,1665751,0.185,0.418,0.34
2021-07-25,AL,571542,4316963,0.116915499,0.724975705,1536,2058672,1668818,0.188,0.42,0.34
2021-07-26,AL,573962,4323367,0.117198987,0.746039051,1403,2067533,1671098,0.202,0.422,0.341
2021-07-27,AL,576884,4332249,0.1175124,0.769432086,2667,2073358,1672423,0.215,0.423,0.341
2021-07-28,AL,580277,4342719,0.117870703,0.784177789,2726,2092767,1677048,0.226,0.427,0.342
2021-07-29,AL,583147,4353801,0.118118927,0.794921622,2730,2093242,1677279,0.23,0.427,0.342
2021-07-30,AL,585924,4363872,0.118373363,0.791593922,0,2116551,1683367,0.23,0.432,0.343
2021-07-31,AL,588351,4371543,0.118621688,0.765554905,5414,2117044,1683584,0.234,0.432,0.343
2021-08-01,AL,590494,4377083,0.118869622,0.737746369,1798,2130105,1687404,0.24,0.434,0.344
2021-08-02,AL,593962,4385945,0.119271705,0.777155286,1705,2130309,1687444,0.242,0.434,0.344
2021-08-03,AL,598196,4397889,0.119732951,0.791161235,3307,2154479,1693504,0.245,0.439,0.345
2021-08-04,AL,602246,4410587,0.120140847,0.800675456,3399,2164048,1696031,0.245,0.441,0.346
2021-08-05,AL,606419,4422649,0.12058278,0.797351944,3817,2168426,1697144,0.253,0.442,0.346
2021-08-06,AL,610361,4434308,0.120991288,0.790305791,3685,2192650,1703519,0.258,0.447,0.347
2021-08-07,AL,613573,4442985,0.121342028,0.77729459,3891,2207345,1707895,0.261,0.45,0.348
2021-08-08,AL,615632,4447877,0.121582089,0.758299782,0,2207724,1708026,0.262,0.45,0.348
2021-08-09,AL,619371,4455936,0.122036165,0.777858849,4877,2217468,1711014,0.266,0.452,0.349
2021-08-10,AL,623342,4467750,0.12243778,0.806334232,3815,2231388,1715676,0.265,0.455,0.35
2021-08-11,AL,627300,4480611,0.122809501,0.809844424,3851,2233401,1716368,0.264,0.456,0.35
2021-08-12,AL,630192,4489007,0.123103634,0.810805396,4167,2245275,1720455,0.264,0.458,0.351
2021-08-13,AL,632264,4497002,0.12326598,0.793915153,3986,2256357,1725039,0.259,0.46,0.352
2021-08-14,AL,634513,4506525,0.123421185,0.784867821,0,2260327,1726776,0.248,0.461,0.352
2021-08-15,AL,636397,4512025,0.123610108,0.772362498,6992,2275050,1734722,0.245,0.464,0.354
2021-08-16,AL,640174,4521696,0.124019784,0.800556955,2466,2289141,1743610,0.24,0.467,0.356
2021-08-17,AL,643904,4536631,0.124292954,0.808493905,4023,2295863,1748529,0.23,0.468,0.357
2021-08-18,AL,647754,4552595,0.124559717,0.813935179,4465,2302598,1752243,0.221,0.47,0.357
2021-08-19,AL,650422,4565804,0.124692067,0.815007234,3890,2312990,1759489,0.208,0.472,0.359
2021-08-20,AL,654181,4580177,0.124978269,0.811142463,3799,2330695,1770725,0.209,0.475,0.361
2021-08-21,AL,657246,4592548,0.125194627,0.789713155,6210,2340782,1777585,0.209,0.477,0.363
2021-08-22,AL,659240,4599488,0.125361114,0.779639434,3315,2345934,1781590,0.207,0.478,0.363
2021-08-23,AL,662472,4606620,0.125727924,0.782467747,2588,2358550,1793712,0.208,0.481,0.366
2021-08-24,AL,664385,4614999,0.125845174,0.789466815,0,2368289,1802279,0.207,0.483,0.368
2021-08-25,AL,669618,4632181,0.126300148,0.810009814,0,2370282,1803904,0.216,0.483,0.368
2021-08-26,AL,674066,4651476,0.126572281,0.800724872,11142,2380869,1813256,0.216,0.486,0.37
2021-08-27,AL,678092,4669572,0.126801534,0.802041751,5033,2399704,1838347,0.211,0.489,0.375
2021-08-28,AL,681303,4681923,0.127032312,0.782828615,6190,2415007,1850031,0.212,0.493,0.377
2021-08-29,AL,683553,4690094,0.127204671,0.773354356,3433,2426453,1860445,0.212,0.495,0.379
2021-08-30,AL,687191,4700735,0.127542769,0.786902492,3072,2432879,1868344,0.208,0.496,0.381
2021-08-31,AL,691327,4716461,0.127839146,0.80169358,5206,2442247,1880276,0.21,0.498,0.383
2021-09-01,AL,695842,4734848,0.128131416,0.808902232,4691,2444342,1882050,0.203,0.499,0.384
2021-09-02,AL,699847,4749679,0.128423463,0.811723145,5312,2452547,1891063,0.208,0.5,0.386
2021-09-03,AL,703885,4763837,0.128734599,0.792579115,5128,2461343,1900876,0.215,0.502,0.388
2021-09-04,AL,706416,4774039,0.128897327,0.780517058,4420,2474109,1915710,0.214,0.505,0.391
2021-09-05,AL,708190,4780816,0.129019717,0.776986482,2842,,,0.214,,
2021-09-06,AL,709816,4785451,0.12916861,0.780426434,2566,,,0.211,,
2021-09-07,AL,712686,4794945,0.129399736,0.782505442,2672,2485579,1930090,0.214,0.507,0.394
2021-09-08,AL,716285,4809702,0.129621188,0.796460751,4791,2491633,1938065,0.215,0.508,0.395
2021-09-09,AL,719238,4827633,0.129665536,0.817185244,4367,2493041,1940044,0.199,0.508,0.396
2021-09-10,AL,722133,4842300,0.129776565,0.816283512,4800,2504656,1956859,0.189,0.511,0.399
2021-09-11,AL,724173,4852746,0.129851805,0.789073351,4494,2506484,1959493,0.184,0.511,0.4
2021-09-12,AL,725530,4858911,0.129919897,0.794000531,1794,2514065,1971041,0.182,0.513,0.402
2021-09-13,AL,727983,4868233,0.130084864,0.789617851,2692,2519696,1979070,0.18,0.514,0.404
2021-09-14,AL,730507,4880972,0.130180831,0.807338234,3944,2516176,1980807,0.172,0.513,0.404
2021-09-15,AL,733075,4894839,0.130256966,0.807447715,3651,2520979,1988025,0.165,0.514,0.405
2021-09-16,AL,735402,4908003,0.130311753,0.808163533,3972,2526998,1997364,0.167,0.515,0.407
2021-09-17,AL,737330,4920729,0.130315007,0.791111403,2974,2535635,2010919,0.162,0.517,0.41
2021-09-18,AL,738750,4928310,0.130358599,0.759675612,3462,2537329,2013023,0.162,0.517,0.411
2021-09-19,AL,739759,4933261,0.130399505,0.747501489,2090,2543475,2023759,0.161,0.519,0.413
2021-09-20,AL,741261,4940743,0.13045767,0.764133981,1920,2547021,2030149,0.155,0.519,0.414
2021-09-21,AL,742808,4951002,0.130458867,0.782089944,3220,2552143,2038644,0.149,0.521,0.416
2021-09-22,AL,744730,4963893,0.13045703,0.796268314,3018,2555237,2043972,0.144,0.521,0.417
2021-09-23,AL,746305,4974476,0.13045509,0.790584202,3366,2556115,2045238,0.141,0.521,0.417
2021-09-24,AL,747710,4983714,0.13045798,0.782714108,2569,2558569,2049383,0.141,0.522,0.418
2021-09-25,AL,748595,4989444,0.130461818,0.756179999,2937,2565735,2060935,0.139,0.523,0.42
2021-09-26,AL,749164,4993734,0.130450515,0.749069644,1633,2570413,2069026,0.135,0.524,0.422
2021-09-27,AL,750431,5000067,0.130498437,0.761411202,1594,2572916,2073717,0.134,0.525,0.423
2021-09-28,AL,751423,5006528,0.130501805,0.778959889,1984,2577657,2081567,0.134,0.526,0.425
2021-09-29,AL,,,#DIV/0!,0.790235557,2141,2578863,2083182,,0.526,0.425
2021-09-30,AL,,,#DIV/0!,0.801966102,1702,2583590,2089852,,0.527,0.426
2021-10-01,AL,,,#DIV/0!,0.780045351,1845,2584258,2090806,,0.527,0.426
2021-10-02,AL,,,#DIV/0!,0.780045351,,,,,,
2021-06-01,AR,235929,2561041,0.084351638,0.654985828,69,1195224,942315,0.036,0.396,0.312
2021-06-02,AR,236003,2563714,0.084295306,0.690231362,242,1196107,943122,0.031,0.396,0.313
2021-06-03,AR,236103,2565944,0.084260899,0.701687361,197,1198872,946639,0.031,0.397,0.314
2021-06-04,AR,236218,2568556,0.084219976,0.726367105,253,1202166,950289,0.034,0.398,0.315
2021-06-05,AR,236279,2569888,0.084199907,0.698111194,203,1206409,954080,0.035,0.4,0.316
2021-06-06,AR,236323,2571356,0.084170235,0.686589708,88,1209937,958320,0.035,0.401,0.318
2021-06-07,AR,236442,2574759,0.084107113,0.672892479,62,1210066,958477,0.034,0.401,0.318
2021-06-08,AR,236535,2577176,0.084065137,0.720025349,231,1212579,961824,0.036,0.402,0.319
2021-06-09,AR,236643,2579544,0.084029576,0.722895375,201,1215294,965613,0.039,0.403,0.32
2021-06-10,AR,236712,2581495,0.08399383,0.727936508,289,1218544,969859,0.038,0.404,0.321
2021-06-11,AR,236747,2582748,0.083967874,0.726760264,393,1218577,969875,0.036,0.404,0.321
2021-06-12,AR,236821,2584074,0.083952434,0.698321649,264,1221583,973662,0.037,0.405,0.323
2021-06-13,AR,236871,2585259,0.083933412,0.681988242,91,1224374,978042,0.038,0.406,0.324
2021-06-14,AR,237005,2588483,0.083881085,0.690497392,103,1227489,983079,0.039,0.407,0.326
2021-06-15,AR,237155,2591383,0.083843668,0.719914401,302,1229128,985595,0.042,0.407,0.327
2021-06-16,AR,237275,2594011,0.083804674,0.727971365,288,1231211,990045,0.042,0.408,0.328
2021-06-17,AR,237402,2597120,0.083753804,0.73,288,1234029,993850,0.042,0.409,0.329
2021-06-18,AR,237561,2599601,0.083731912,0.725079365,276,1236370,997306,0.046,0.41,0.33
2021-06-19,AR,237624,2600931,0.083713016,0.709094795,251,1239190,1001273,0.045,0.411,0.332
2021-06-20,AR,237692,2602136,0.083699435,0.692589796,133,1241645,1004791,0.046,0.411,0.333
2021-06-21,AR,237858,2605143,0.08366441,0.689354052,90,1243445,1007385,0.049,0.412,0.334
2021-06-22,AR,238010,2608326,0.083619783,0.732633177,485,1244203,1008252,0.048,0.412,0.334
2021-06-23,AR,238183,2611595,0.083579493,0.737002096,389,1246153,1010488,0.049,0.413,0.335
2021-06-24,AR,238390,2614596,0.083558069,0.729043808,383,1248617,1013056,0.054,0.414,0.336
2021-06-25,AR,238597,2617293,0.083545585,0.72971828,302,1251436,1015919,0.055,0.415,0.337
2021-06-26,AR,238693,2618636,0.083537108,0.6989845,0,1253921,1018876,0.057,0.416,0.338
2021-06-27,AR,238803,2620046,0.083531169,0.689784946,0,1257381,1023237,0.058,0.417,0.339
2021-06-28,AR,239003,2623712,0.083488227,0.680986274,966,1259357,1026572,0.058,0.417,0.34
2021-06-29,AR,239301,2627749,0.083465932,0.711875159,479,1260136,1027309,0.062,0.418,0.34
2021-06-30,AR,239578,2632061,0.08342901,0.722890284,686,1262602,1029530,0.064,0.418,0.341
