date,state,actuals.positiveTests,actuals.negativeTests,Positivity rate,ratio_bed,actuals.newCases,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.testPositivityRatio,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio
2021-07-11,NE,260872,1836355,0.124389015,0.618095852,9,1008128,931823,0.088,0.521,0.482
2021-07-12,NE,261070,1838110,0.12436761,0.624768946,171,1012653,937005,0.09,0.523,0.484
2021-07-13,NE,261238,1839527,0.124353747,0.657281329,102,1013063,937437,0.098,0.524,0.485
2021-07-14,NE,261423,1841231,0.124330013,0.678776291,127,1013944,938389,0.098,0.524,0.485
2021-07-15,NE,261592,1842528,0.124323708,0.676017131,111,1014054,938466,0.1,0.524,0.485
2021-07-16,NE,261901,1844160,0.124355847,0.665160318,150,1017302,941734,0.112,0.526,0.487
2021-07-17,NE,262013,1845033,0.124350868,0.625319693,0,1017418,941815,0.115,0.526,0.487
2021-07-18,NE,262130,1845886,0.124349151,0.597308267,0,1017493,941853,0.117,0.526,0.487
2021-07-19,NE,262319,1847127,0.124354451,0.603499885,306,1021369,945092,0.122,0.528,0.489
2021-07-20,NE,262565,1848649,0.124366833,0.656744186,140,1021211,944969,0.127,0.528,0.489
2021-07-21,NE,262857,1850182,0.124397609,0.672840836,135,1023123,946484,0.138,0.529,0.489
2021-07-22,NE,263148,1851672,0.124430448,0.669780578,164,1023228,946549,0.145,0.529,0.489
2021-07-23,NE,263450,1853464,0.124450025,0.671854734,233,1023358,946626,0.143,0.529,0.489
2021-07-24,NE,263665,1854677,0.124467626,0.651082251,0,1029112,950542,0.146,0.532,0.491
2021-07-25,NE,263792,1855595,0.124466178,0.631658727,0,1030681,951568,0.146,0.533,0.492
2021-07-26,NE,264108,1856873,0.124521625,0.644844517,389,1030709,951583,0.155,0.533,0.492
2021-07-27,NE,264416,1858672,0.124543118,0.687438424,333,1033790,953006,0.156,0.534,0.493
2021-07-28,NE,264604,1860120,0.124535704,0.690513923,287,1035475,953786,0.15,0.535,0.493
2021-07-29,NE,264892,1861460,0.124575799,0.674843985,238,1037891,955255,0.151,0.537,0.494
2021-07-30,NE,264964,1862098,0.124568066,0.694833525,364,1040464,956540,0.149,0.538,0.494
2021-07-31,NE,265009,1862403,0.124568725,0.653122327,0,1042509,957498,0.148,0.539,0.495
2021-08-01,NE,265044,1862634,0.124569601,0.628290178,0,1045787,959162,0.151,0.541,0.496
2021-08-02,NE,265113,1863059,0.124573108,0.673535253,545,1047890,960065,0.14,0.542,0.496
2021-08-03,NE,265186,1863519,0.124576209,0.672417813,448,1049305,960655,0.137,0.542,0.497
2021-08-04,NE,265235,1863724,0.124584363,0.721731038,381,1051462,961636,0.149,0.544,0.497
2021-08-05,NE,265235,1863724,0.124584363,0.690322581,412,1057502,964450,0.128,0.547,0.499
2021-08-06,NE,265592,1866299,0.124580478,0.721048967,394,1057678,964529,0.13,0.547,0.499
2021-08-07,NE,265873,1868064,0.124592713,0.666810717,0,1060618,965869,0.132,0.548,0.499
2021-08-08,NE,266078,1869372,0.124600436,0.648613518,0,1060716,965932,0.133,0.548,0.499
2021-08-09,NE,266401,1871126,0.124630473,0.674064838,742,1065928,968293,0.138,0.551,0.501
2021-08-10,NE,266952,1874496,0.124659576,0.684699327,544,1067443,968924,0.139,0.552,0.501
2021-08-11,NE,267439,1877805,0.124666005,0.718786194,483,1069421,970147,0.135,0.553,0.502
2021-08-12,NE,267895,1880924,0.124670808,0.70845101,504,1071326,971267,0.135,0.554,0.502
2021-08-13,NE,268387,1884354,0.12467222,0.73135711,500,1074802,973593,0.134,0.556,0.503
2021-08-14,NE,268744,1886254,0.124707308,0.675646552,0,1077904,975454,0.136,0.557,0.504
2021-08-15,NE,268938,1887579,0.124709427,0.658579235,0,1077949,975483,0.136,0.557,0.504
2021-08-16,NE,269350,1891205,0.124667042,0.676938621,1017,1082640,978469,0.128,0.56,0.506
2021-08-17,NE,269926,1899477,0.124424093,0.698148582,655,1083853,979312,0.106,0.56,0.506
2021-08-18,NE,270535,1907112,0.124232715,0.735605712,611,1083988,979397,0.096,0.56,0.506
2021-08-19,NE,271145,1914077,0.124081215,0.720166411,660,1087698,982160,0.089,0.562,0.508
2021-08-20,NE,271760,1920501,0.123963342,0.726099977,409,1087855,982282,0.085,0.562,0.508
2021-08-21,NE,272187,1925454,0.123854169,0.698691926,0,1092395,986343,0.081,0.565,0.51
2021-08-22,NE,272513,1929004,0.123784191,0.671618276,0,1094677,988612,0.079,0.566,0.511
2021-08-23,NE,273087,1934040,0.123729627,0.668658857,1550,1094740,988625,0.08,0.566,0.511
2021-08-24,NE,273700,1940042,0.12363681,0.706765181,797,1097290,991773,0.085,0.567,0.513
2021-08-25,NE,274506,1946346,0.123603914,0.751839465,926,1097426,991876,0.092,0.567,0.513
2021-08-26,NE,275309,1950811,0.123672129,0.730403262,776,1097570,991967,0.102,0.567,0.513
2021-08-27,NE,275960,1956168,0.123630903,0.72043498,867,1103616,998122,0.105,0.571,0.516
2021-08-28,NE,276476,1958897,0.123682267,0.683314415,0,1106883,1001038,0.114,0.572,0.517
2021-08-29,NE,276732,1960551,0.123691102,0.642302421,0,1109408,1003492,0.118,0.574,0.519
2021-08-30,NE,277266,1963855,0.12371755,0.657493857,1447,1109442,1003514,0.123,0.574,0.519
2021-08-31,NE,278027,1970448,0.123651364,0.717116671,1136,1111851,1006914,0.125,0.575,0.521
2021-09-01,NE,279032,1977346,0.123663677,0.715753425,857,1112022,1007054,0.127,0.575,0.521
2021-09-02,NE,279759,1982770,0.123648802,0.738589212,1107,1115417,1011269,0.122,0.577,0.523
2021-09-03,NE,280557,1988985,0.123618334,0.716348393,1102,1117540,1013950,0.123,0.578,0.524
2021-09-04,NE,280994,1991415,0.123654677,0.712117675,0,1117695,1014082,0.122,0.578,0.524
2021-09-05,NE,281342,1993462,0.123677468,0.670491803,0,,,0.123,,
2021-09-06,NE,281616,1995526,0.123670812,0.67912535,1660,,,0.121,,
2021-09-07,NE,282092,1997851,0.123727655,0.707057931,128,1122920,1021127,0.129,0.58,0.528
2021-09-08,NE,282909,2004692,0.123670605,0.737465181,1156,1123591,1022086,0.124,0.581,0.528
2021-09-09,NE,283881,2010351,0.123736832,0.720697674,955,1123735,1022194,0.13,0.581,0.528
2021-09-10,NE,284332,2013433,0.123742854,0.726806527,940,1126177,1025995,0.134,0.582,0.53
2021-09-11,NE,285062,2017767,0.123787741,0.708284714,0,1126401,1026129,0.134,0.582,0.53
2021-09-12,NE,285153,2018422,0.123787157,0.696658098,0,1126523,1026232,0.132,0.582,0.531
2021-09-13,NE,285550,2020441,0.123829625,0.718481013,1629,1126560,1026254,0.136,0.582,0.531
2021-09-14,NE,285953,2022381,0.12387852,0.725794155,1062,1131270,1032416,0.136,0.585,0.534
2021-09-15,NE,286405,2025416,0.123887187,0.756845308,1057,1131471,1032550,0.144,0.585,0.534
2021-09-16,NE,286758,2027466,0.123911082,0.7595884,999,1133881,1035755,0.144,0.586,0.535
2021-09-17,NE,287127,2030103,0.123909582,0.765301318,881,1135425,1037931,0.144,0.587,0.537
2021-09-18,NE,287348,2031504,0.123918215,0.737875562,0,1135604,1038052,0.143,0.587,0.537
2021-09-19,NE,287515,2032489,0.123928666,0.725592417,0,1135774,1038197,0.144,0.587,0.537
2021-09-20,NE,287761,2033570,0.123963795,0.735644077,1418,1137081,1039980,0.144,0.588,0.538
2021-09-21,NE,288173,2036304,0.123973264,0.760751996,994,1139798,1044528,0.138,0.589,0.54
2021-09-22,NE,288607,2039053,0.123990188,0.76426214,881,1140786,1046071,0.139,0.59,0.541
2021-09-23,NE,288946,2042022,0.12395966,0.748181178,683,1141845,1047811,0.131,0.59,0.542
2021-09-24,NE,289301,2044365,0.123968468,0.763015312,712,1142958,1049418,0.132,0.591,0.543
2021-09-25,NE,289441,2045334,0.123969547,0.722313661,0,1144194,1051353,0.131,0.591,0.544
2021-09-26,NE,289568,2046125,0.123975197,0.721101353,0,1144413,1051466,0.131,0.592,0.544
2021-09-27,NE,289788,2047123,0.124004722,0.743424446,1308,1146515,1054551,0.13,0.593,0.545
2021-09-28,NE,290135,2050289,0.123966854,0.774365482,1057,1147136,1055253,0.123,0.593,0.546
2021-09-29,NE,290518,2053145,0.123958948,0.798911699,676,1148345,1056704,0.119,0.594,0.546
2021-09-30,NE,,,#DIV/0!,0.792555831,933,1149181,1057562,,0.594,0.547
2021-10-01,NE,,,#DIV/0!,0.789395071,630,1150147,1058664,,0.595,0.547
2021-10-02,NE,,,#DIV/0!,0.789395071,,,,,,
2021-06-01,NH,81794,1955580,0.040146777,0.666551724,41,816244,669207,0.017,0.6,0.492
2021-06-02,NH,81850,1959994,0.040086314,0.735734778,24,817778,674993,0.015,0.601,0.496
2021-06-03,NH,81906,1963551,0.040042885,0.753507653,49,818138,675168,0.015,0.602,0.497
2021-06-04,NH,81942,1966563,0.040000879,0.741153969,37,819606,679875,0.015,0.603,0.5
2021-06-05,NH,81975,1969421,0.039960593,0.727359694,0,821289,684563,0.015,0.604,0.503
2021-06-06,NH,82000,1970370,0.039953809,0.697288676,0,821755,684899,0.015,0.604,0.504
2021-06-07,NH,82033,1972141,0.039934786,0.689095928,64,822727,693340,0.015,0.605,0.51
2021-06-08,NH,82070,1975851,0.039880054,0.721532091,3,826476,710914,0.013,0.608,0.523
2021-06-09,NH,82102,1978335,0.039846887,0.724720893,52,826716,711151,0.014,0.608,0.523
2021-06-10,NH,82129,1981341,0.039801402,0.729186603,44,828123,715515,0.012,0.609,0.526
2021-06-11,NH,82171,1984008,0.039769546,0.722664967,28,829085,718757,0.013,0.61,0.529
2021-06-12,NH,82202,1985377,0.03975761,0.714877349,0,830224,722159,0.014,0.611,0.531
2021-06-13,NH,82213,1986322,0.039744554,0.677604333,0,830530,722573,0.013,0.611,0.531
2021-06-14,NH,82258,1988392,0.03972569,0.694482759,75,830819,723087,0.014,0.611,0.532
2021-06-15,NH,82280,1991239,0.039681334,0.735172414,35,832851,730076,0.013,0.613,0.537
2021-06-16,NH,82310,1993869,0.039644944,0.73932441,18,834294,735827,0.013,0.614,0.541
2021-06-17,NH,82332,1996093,0.039612687,0.753267453,29,835574,738841,0.014,0.615,0.543
2021-06-18,NH,82348,1998718,0.039570105,0.739795918,29,835842,739161,0.012,0.615,0.544
2021-06-19,NH,82368,2000153,0.039552062,0.709728868,0,837462,743412,0.011,0.616,0.547
2021-06-20,NH,82383,2001202,0.039539064,0.687719298,0,837731,743737,0.011,0.616,0.547
2021-06-21,NH,82403,2003758,0.039499828,0.671152519,75,838484,745875,0.009,0.617,0.549
2021-06-22,NH,82434,2006674,0.039458946,0.73326432,19,838646,746009,0.01,0.617,0.549
2021-06-23,NH,82454,2009656,0.039411886,0.747368421,18,838888,746189,0.009,0.617,0.549
2021-06-24,NH,82469,2013131,0.039353407,0.73492823,26,839146,746481,0.008,0.617,0.549
2021-06-25,NH,82494,2015622,0.039318131,0.729505582,11,840340,750563,0.009,0.618,0.552
2021-06-26,NH,82518,2017392,0.03929597,0.699521531,0,840501,750783,0.009,0.618,0.552
2021-06-27,NH,82540,2020197,0.039253601,0.67963022,0,840756,751059,0.008,0.618,0.552
2021-06-28,NH,82552,2022534,0.0392155,0.687025535,52,842462,755252,0.008,0.62,0.555
2021-06-29,NH,82571,2025049,0.039177366,0.738785369,26,842650,755497,0.007,0.62,0.556
2021-06-30,NH,82601,2027700,0.03914181,0.757575758,23,842972,755791,0.008,0.62,0.556
2021-07-01,NH,82639,2029617,0.039123572,0.748644338,23,849998,762403,0.01,0.625,0.561
2021-07-02,NH,82664,2032383,0.039083765,0.735566188,28,850551,763489,0.01,0.626,0.562
2021-07-03,NH,82676,2033710,0.039064707,0.688676236,0,855203,770675,0.01,0.629,0.567
2021-07-04,NH,82695,2034445,0.039059769,0.66092504,0,855378,770851,0.011,0.629,0.567
2021-07-05,NH,82707,2036696,0.039023725,0.64389234,0,,,0.011,,
2021-07-06,NH,82732,2038518,0.039001532,0.675293306,71,855920,771557,0.012,0.629,0.567
2021-07-07,NH,82761,2040811,0.038972542,0.735115431,26,856130,771780,0.012,0.63,0.568
2021-07-08,NH,82788,2043112,0.038942566,0.745135566,33,860129,775779,0.011,0.633,0.571
2021-07-09,NH,82813,2045345,0.038912994,0.733418367,23,860906,776565,0.011,0.633,0.571
2021-07-10,NH,82834,2046554,0.038900379,0.716512886,0,861564,777226,0.012,0.634,0.572
2021-07-11,NH,82853,2048381,0.0388756,0.694877506,0,862341,777908,0.011,0.634,0.572
2021-07-12,NH,82887,2050587,0.03885072,0.686038514,62,863803,779826,0.013,0.635,0.574
2021-07-13,NH,82929,2052909,0.038827383,0.727460427,30,864372,780329,0.014,0.636,0.574
2021-07-14,NH,82990,2055064,0.038815671,0.734966592,40,864781,780743,0.016,0.636,0.574
2021-07-15,NH,83024,2057301,0.038790371,0.721921731,35,865592,781532,0.016,0.637,0.575
2021-07-16,NH,83060,2059714,0.038762837,0.711104041,32,866542,782619,0.017,0.637,0.576
2021-07-17,NH,83084,2060731,0.03875521,0.691475827,0,867145,783212,0.017,0.638,0.576
2021-07-18,NH,83105,2062254,0.038737106,0.673346056,0,867723,783827,0.018,0.638,0.576
2021-07-19,NH,83151,2064182,0.038722918,0.67778542,59,868359,784446,0.019,0.639,0.577
2021-07-20,NH,83201,2066383,0.038705629,0.731656907,59,869627,785697,0.02,0.64,0.578
2021-07-21,NH,83255,2069002,0.038682648,0.758434118,47,870225,786136,0.019,0.64,0.578
2021-07-22,NH,83302,2072167,0.03864681,0.75477707,34,871093,786808,0.018,0.641,0.579
2021-07-23,NH,83367,2074222,0.038638962,0.749044586,46,871767,787212,0.021,0.641,0.579
2021-07-24,NH,83422,2075576,0.038639221,0.710098758,0,872858,787909,0.022,0.642,0.579
2021-07-25,NH,83468,2078375,0.038609649,0.684931507,0,873646,788364,0.022,0.643,0.58
2021-07-26,NH,83538,2080270,0.038606937,0.676829268,134,874335,788854,0.023,0.643,0.58
2021-07-27,NH,83631,2083174,0.038596459,0.724932249,112,874783,789068,0.025,0.643,0.58
2021-07-28,NH,83724,2085679,0.038593106,0.744823192,67,877104,790811,0.027,0.645,0.582
2021-07-29,NH,83840,2089313,0.038579888,0.746021642,89,877980,791302,0.03,0.646,0.582
2021-07-30,NH,83968,2093103,0.038569252,0.746577523,103,878998,791860,0.031,0.646,0.582
2021-07-31,NH,84068,2094792,0.038583479,0.702134438,0,879775,792278,0.033,0.647,0.583
2021-08-01,NH,84156,2097193,0.038579796,0.677816346,0,880825,792770,0.035,0.648,0.583
2021-08-02,NH,84273,2099774,0.038585708,0.683604336,329,882730,794084,0.036,0.649,0.584
2021-08-03,NH,84432,2102612,0.038605533,0.716802168,169,883389,794437,0.04,0.65,0.584
2021-08-04,NH,84565,2105539,0.038612322,0.739255014,122,884331,794914,0.041,0.65,0.585
2021-08-05,NH,84724,2109356,0.038614818,0.760419981,228,885306,795440,0.042,0.651,0.585
2021-08-06,NH,84910,2112689,0.038637622,0.744667303,157,886175,795930,0.046,0.652,0.585
2021-08-07,NH,85050,2114671,0.038663994,0.71433121,0,887717,796594,0.047,0.653,0.586
2021-08-08,NH,85132,2117782,0.038645176,0.692258681,0,888867,797183,0.045,0.654,0.586
2021-08-09,NH,85242,2120406,0.038647146,0.683034203,455,890604,798311,0.045,0.655,0.587
2021-08-10,NH,85428,2124079,0.038663829,0.715505464,88,891874,799090,0.044,0.656,0.588
2021-08-11,NH,85621,2127614,0.038685905,0.745192308,148,892640,799440,0.046,0.656,0.588
2021-08-12,NH,85824,2130794,0.038718444,0.74912,306,891207,797825,0.049,0.655,0.587
2021-08-13,NH,86002,2135572,0.038712192,0.731138107,242,892051,798353,0.046,0.656,0.587
2021-08-14,NH,86130,2137792,0.038728876,0.700255918,0,893628,799301,0.045,0.657,0.588
2021-08-15,NH,86275,2139078,0.03876913,0.672535211,0,894627,799928,0.051,0.658,0.588
2021-08-16,NH,86447,2142163,0.038789649,0.686577653,561,895648,800560,0.052,0.659,0.589
2021-08-17,NH,86681,2145879,0.038825832,0.719085556,271,896275,801010,0.054,0.659,0.589
2021-08-18,NH,86905,2149823,0.038853629,0.74918989,256,898571,802539,0.055,0.661,0.59
2021-08-19,NH,87149,2154013,0.038885632,0.755115297,274,899913,803304,0.054,0.662,0.591
2021-08-20,NH,87414,2159454,0.038904822,0.745619727,308,901100,803959,0.056,0.663,0.591
2021-08-21,NH,87597,2161833,0.038941865,0.747557003,0,902245,805218,0.058,0.664,0.592
2021-08-22,NH,87769,2163492,0.038986595,0.729888816,0,903286,805909,0.058,0.664,0.593
2021-08-23,NH,87975,2167301,0.039008529,0.731265249,731,904181,806352,0.057,0.665,0.593
2021-08-24,NH,88295,2171479,0.039072491,0.76519337,287,905697,807422,0.059,0.666,0.594
2021-08-25,NH,88563,2177164,0.039088116,0.776002608,294,906782,808058,0.057,0.667,0.594
2021-08-26,NH,88829,2182843,0.039102916,0.760672704,322,907827,808675,0.055,0.668,0.595
2021-08-27,NH,89100,2187670,0.039134388,0.764476252,320,908786,809260,0.056,0.668,0.595
2021-08-28,NH,89331,2191759,0.039161541,0.731898239,0,909747,809895,0.055,0.669,0.596
2021-08-29,NH,89498,2195147,0.039173701,0.722185864,0,910664,810512,0.052,0.67,0.596
2021-08-30,NH,89733,2199138,0.039204044,0.717308359,949,911359,811012,0.052,0.67,0.596
2021-08-31,NH,89973,2204617,0.039210927,0.774048443,215,912072,811451,0.048,0.671,0.597
2021-09-01,NH,90291,2210421,0.039244808,0.795911746,332,912987,812028,0.049,0.671,0.597
2021-09-02,NH,90600,2218225,0.039240739,0.798893589,298,913478,812490,0.048,0.672,0.598
2021-09-03,NH,90910,2223983,0.039271794,0.773298936,394,919052,816787,0.047,0.676,0.601
2021-09-04,NH,91175,2229909,0.039281215,0.74918354,0,919871,817432,0.046,0.677,0.601
2021-09-05,NH,91322,2231489,0.039315295,0.719895288,0,,,0.048,,
2021-09-06,NH,91518,2233902,0.039355471,0.696409899,0,,,0.049,,
2021-09-07,NH,91795,2238629,0.039389828,0.72173913,1003,921755,819004,0.051,0.678,0.602
2021-09-08,NH,92161,2243664,0.039455439,0.75072651,540,922484,819579,0.053,0.678,0.603
2021-09-09,NH,92574,2253233,0.039463605,0.781219433,523,923784,820746,0.053,0.679,0.604
2021-09-10,NH,92977,2261540,0.039488778,0.789954338,332,924288,821161,0.052,0.68,0.604
2021-09-11,NH,93305,2267134,0.039528664,0.760798429,0,925273,821825,0.054,0.68,0.604
2021-09-12,NH,93479,2270797,0.039538108,0.741265656,0,927164,823286,0.052,0.682,0.605
2021-09-13,NH,93793,2275884,0.0395805,0.735756728,1215,928247,824124,0.051,0.683,0.606
2021-09-14,NH,94161,2283143,0.039608313,0.782608696,421,929079,824795,0.05,0.683,0.607
2021-09-15,NH,94535,2290589,0.039635256,0.794633985,544,931120,826658,0.048,0.685,0.608
2021-09-16,NH,94976,2300128,0.039654228,0.79339934,612,931864,827369,0.049,0.685,0.608
2021-09-17,NH,95262,2306937,0.039656165,0.791556728,419,932637,828048,0.048,0.686,0.609
2021-09-18,NH,95449,2311922,0.039648646,0.760717846,0,933379,828663,0.046,0.686,0.609
2021-09-19,NH,95484,2312334,0.039655821,0.743589744,0,934178,829330,0.046,0.687,0.61
2021-09-20,NH,95587,2313816,0.039672483,0.736056838,1079,934882,829994,0.045,0.688,0.61
2021-09-21,NH,95985,2321213,0.0397092,0.757172848,211,935493,830537,0.046,0.688,0.611
2021-09-22,NH,96418,2328483,0.039761623,0.778514589,345,936104,831071,0.047,0.688,0.611
2021-09-23,NH,96847,2338390,0.039769025,0.76951179,753,937804,832472,0.047,0.69,0.612
2021-09-24,NH,97218,2346236,0.039787121,0.765231788,744,938383,832891,0.047,0.69,0.613
2021-09-25,NH,97559,2351498,0.039835333,0.748994638,0,939341,833421,0.051,0.691,0.613
2021-09-26,NH,97749,2355789,0.039840019,0.745302013,0,940289,833871,0.05,0.692,0.613
2021-09-27,NH,98010,2360689,0.039862545,0.758336321,1252,943761,835165,0.049,0.694,0.614
2021-09-28,NH,98213,2367723,0.039827879,0.795519203,362,945330,835382,0.046,0.695,0.614
2021-09-29,NH,98249,2368255,0.039833303,0.793149318,652,948258,835791,0.044,0.697,0.615
2021-09-30,NH,,,#DIV/0!,0.805731423,548,950568,836277,,0.699,0.615
2021-10-01,NH,,,#DIV/0!,0.784287617,495,952975,836777,,0.701,0.615
2021-10-02,NH,,,#DIV/0!,0.784287617,,,,,,
2021-06-01,NJ,1005398,13070005,0.071429429,0.630432768,158,5370011,4341543,0.016,0.605,0.489
2021-06-02,NJ,1005885,13105985,0.071279356,0.679105999,273,5380566,4362434,0.016,0.606,0.491
2021-06-03,NJ,1006258,13135986,0.07115264,0.690577111,281,5400721,4389480,0.015,0.608,0.494
2021-06-04,NJ,1006594,13164136,0.07103332,0.692251223,293,5422416,4413738,0.014,0.61,0.497
2021-06-05,NJ,1006853,13179752,0.07097209,0.660966452,358,5423245,4414559,0.014,0.611,0.497
2021-06-06,NJ,1007065,13191155,0.070928962,0.65220231,209,5443429,4444103,0.014,0.613,0.5
2021-06-07,NJ,1007383,13220344,0.070804212,0.655134135,208,5464112,4475354,0.013,0.615,0.504
2021-06-08,NJ,1007695,13250872,0.070672951,0.691327712,195,5485974,4510374,0.013,0.618,0.508
2021-06-09,NJ,1007977,13278717,0.070553551,0.709213483,184,5486741,4511429,0.012,0.618,0.508
2021-06-10,NJ,1008284,13304880,0.070444522,0.704375536,342,5504682,4543290,0.012,0.62,0.512
2021-06-11,NJ,1008572,13328204,0.070348592,0.694352566,274,5527782,4581122,0.012,0.622,0.516
2021-06-12,NJ,1008769,13342822,0.070289698,0.665971882,249,5550116,4623291,0.012,0.625,0.521
2021-06-13,NJ,1008954,13353845,0.070247728,0.651651897,207,5573305,4664529,0.011,0.627,0.525
2021-06-14,NJ,1009222,13382594,0.070124715,0.653480939,231,5559228,4653627,0.011,0.626,0.524
2021-06-15,NJ,1009557,13413302,0.06999701,0.682098622,249,5585180,4704352,0.011,0.629,0.53
2021-06-16,NJ,1009840,13441204,0.069880072,0.701687867,283,5604106,4737908,0.011,0.631,0.533
2021-06-17,NJ,1010155,13468335,0.069769361,0.696769457,238,5621121,4768442,0.011,0.633,0.537
2021-06-18,NJ,1010396,13493375,0.069664365,0.691669731,266,5633167,4788682,0.011,0.634,0.539
2021-06-19,NJ,1010631,13509379,0.069602638,0.65252715,208,5647708,4813294,0.011,0.636,0.542
2021-06-20,NJ,1010792,13521732,0.069553782,0.650340802,144,5662700,4837405,0.011,0.638,0.545
2021-06-21,NJ,1011076,13551974,0.069427489,0.649116314,141,5670194,4849487,0.011,0.638,0.546
2021-06-22,NJ,1011358,13581461,0.069305184,0.690177253,231,5697232,4879364,0.011,0.641,0.549
2021-06-23,NJ,1011681,13609462,0.069193017,0.705213849,268,5707588,4890012,0.011,0.643,0.551
2021-06-24,NJ,1012001,13637023,0.069083169,0.704757254,272,5720796,4908804,0.011,0.644,0.553
2021-06-25,NJ,1012299,13661037,0.068989015,0.66639468,349,5517006,4782589,0.011,0.621,0.538
2021-06-26,NJ,1012553,13676321,0.06893333,0.632014418,237,5539266,4817349,0.011,0.624,0.542
2021-06-27,NJ,1012733,13689704,0.068881982,0.622848713,150,5554879,4866523,0.011,0.625,0.548
2021-06-28,NJ,1013047,13713947,0.068788444,0.635454926,147,5561283,4875103,0.012,0.626,0.549
2021-06-29,NJ,1013367,13740606,0.068684347,0.685397429,223,5568544,4884067,0.012,0.627,0.55
2021-06-30,NJ,1013740,13765713,0.068591172,0.701711392,195,5580572,4897515,0.013,0.628,0.551
2021-07-01,NJ,1013998,13791144,0.068489583,0.700196191,218,5591191,4912136,0.013,0.629,0.553
2021-07-02,NJ,1014330,13813114,0.068408958,0.689439214,310,5600638,4924679,0.013,0.631,0.554
2021-07-03,NJ,1014532,13827572,0.068354999,0.642597063,190,5610958,4937662,0.013,0.632,0.556
2021-07-04,NJ,1014701,13835621,0.068328552,0.627239997,112,5619381,4947353,0.013,0.633,0.557
2021-07-05,NJ,1014941,13849021,0.068281996,0.618150605,86,,,0.014,,
2021-07-06,NJ,1015261,13876288,0.068176991,0.651861468,154,5627923,4955488,0.014,0.634,0.558
2021-07-07,NJ,1015667,13902255,0.068083678,0.700077573,283,5636940,4965722,0.014,0.635,0.559
2021-07-08,NJ,1016093,13926179,0.068001238,0.710723904,331,5645861,4976576,0.015,0.636,0.56
2021-07-09,NJ,1016481,13949718,0.067918447,0.70731012,398,5655224,4987200,0.016,0.637,0.561
2021-07-10,NJ,1016840,13963989,0.067876083,0.679683032,311,5663676,4997066,0.017,0.638,0.563
2021-07-11,NJ,1017145,13974839,0.067845924,0.663137239,283,5671809,5006341,0.017,0.639,0.564
2021-07-12,NJ,1017673,13999003,0.067769525,0.663992581,215,5678062,5012639,0.018,0.639,0.564
2021-07-13,NJ,1018189,14025882,0.067680417,0.700300996,363,5684055,5019632,0.019,0.64,0.565
2021-07-14,NJ,1018784,14052986,0.067595511,0.715020198,365,5692629,5029046,0.02,0.641,0.566
2021-07-15,NJ,1019422,14079449,0.067516439,0.709175548,446,5701639,5038105,0.021,0.642,0.567
2021-07-16,NJ,1020101,14102738,0.067454332,0.69890496,494,5710005,5047091,0.023,0.643,0.568
2021-07-17,NJ,1020690,14117802,0.067423492,0.678378599,549,5718426,5055892,0.024,0.644,0.569
2021-07-18,NJ,1021187,14130319,0.067398383,0.663870361,428,5727458,5065462,0.025,0.645,0.57
2021-07-19,NJ,1021973,14157737,0.067324936,0.665831128,312,5733873,5071420,0.026,0.646,0.571
2021-07-20,NJ,1022932,14185862,0.067259245,0.694898763,658,5739295,5077581,0.029,0.646,0.572
2021-07-21,NJ,1023942,14215875,0.067188602,0.7104307,699,5749784,5087461,0.031,0.647,0.573
2021-07-22,NJ,1025046,14243971,0.067132416,0.708224543,746,5760948,5096321,0.033,0.649,0.574
2021-07-23,NJ,1026112,14270504,0.067080981,0.706031279,909,5771978,5105309,0.035,0.65,0.575
2021-07-24,NJ,1026923,14287711,0.067055014,0.673874831,861,5785185,5116572,0.035,0.651,0.576
2021-07-25,NJ,1027642,14301852,0.067036916,0.658382046,596,5795106,5124027,0.036,0.652,0.577
2021-07-26,NJ,1028706,14332174,0.06696921,0.657988981,521,5801978,5129033,0.037,0.653,0.577
2021-07-27,NJ,1029875,14364972,0.066897385,0.693327827,794,5811134,5133658,0.037,0.654,0.578
2021-07-28,NJ,1031054,14397868,0.066826056,0.713877434,948,5823385,5159060,0.038,0.656,0.581
2021-07-29,NJ,1032417,14430399,0.066767722,0.711741155,1077,5835626,5168253,0.038,0.657,0.582
2021-07-30,NJ,1033958,14462178,0.066723601,0.708911376,1119,5847756,5176518,0.039,0.658,0.583
2021-07-31,NJ,1035165,14482617,0.066708309,0.667225242,1182,5862753,5187136,0.041,0.66,0.584
2021-08-01,NJ,1036196,14499030,0.06669977,0.650904488,928,5872988,5194102,0.042,0.661,0.585
2021-08-02,NJ,1037713,14533062,0.066644917,0.660523541,878,5880349,5198961,0.043,0.662,0.585
2021-08-03,NJ,1039474,14568922,0.066597106,0.686880734,1313,5889320,5204274,0.045,0.663,0.586
2021-08-04,NJ,1041318,14604673,0.06655494,0.702929041,1230,5904224,5213483,0.047,0.665,0.587
2021-08-05,NJ,1043152,14637782,0.066523588,0.702260486,1466,5916898,5220954,0.049,0.666,0.588
2021-08-06,NJ,1044932,14670891,0.066489168,0.696918996,1346,5930653,5229423,0.05,0.668,0.589
2021-08-07,NJ,1046251,14691390,0.066480802,0.672394792,1539,5944452,5237225,0.05,0.669,0.59
2021-08-08,NJ,1047510,14708180,0.066484553,0.657967818,1169,5956570,5244911,0.051,0.671,0.59
